type1,cost1,size1,space1,station1,price1
regcar,2,3,0.7,0,5.3671598
regcar,1,2,0.7,0,6.2616864
regcar,1,3,1,0,7.4106175
truck,8,2,0.7,0,1.3795612
regcar,2,2,1,0,3.8627713
sportuv,2,3,0.7,0,7.0659681
sportuv,4,2,0.7,0,5.4600663
regcar,1,2,1,0,5.4600663
sportcar,6,1,1,0.1,7.7255425
regcar,6,3,1,0.1,3.7871011
sportuv,2,2,0.7,0.3,6.3118352
stwagon,1,1,1,0,1.6059019
regcar,2,3,0.7,0.3,2.9936324
regcar,1,3,0.7,0,1.4889054
regcar,8,1,1,0,4.2920479
regcar,8,1,0.7,0,6.0700691
regcar,4,2,1,0,2.5562222
regcar,1,0,1,0,1.6059019
van,2,3,0.7,0,4.9198965
truck,1,2,0.7,0,4.1386835
regcar,1,1,0.7,0,5.6978331
van,4,3,1,0,0.67089498
regcar,2,3,0.7,0,3.0296809
regcar,8,3,0.7,0,7.1574221
regcar,4,2,1,0,4.2920479
sportuv,1,2,1,0,3.0296809
regcar,6,3,0.7,0.3,5.2423324
regcar,8,3,0.7,0,6.9482252
regcar,8,3,0.7,0.7,4.8177056
regcar,8,3,0.7,0,1.5148404
van,8,3,0.7,0,5.6978331
regcar,1,2,0.7,0,3.8541644
sportuv,8,3,0.7,0,3.5611457
stwagon,8,2,1,0,4.1386835
sportcar,4,2,0.7,0,7.7083289
regcar,1,2,0.7,0,5.6978331
regcar,1,2,1,0,3.7871011
van,8,2,0.7,0.7,2.5247341
van,4,3,1,0,3.5994428
regcar,1,3,1,0,4.8177056
sportcar,6,2,0.7,0.3,4.2490015
regcar,1,1,0.7,0,3.5787111
regcar,8,3,1,0,7.7255425
van,2,3,0.7,0,4.5107845
sportuv,4,2,0.7,0,6.0593618
truck,4,3,1,0,5.2230137
regcar,8,2,1,0,4.2920479
regcar,4,3,1,0.3,7.444527
regcar,2,3,1,0,2.8489165
sportuv,2,3,0.7,0,1.7890533
regcar,4,3,1,0,3.8541644
regcar,8,3,1,0.3,4.1753448
sportcar,4,0,1,0,4.8177056
truck,4,1,0.7,0.7,5.4593198
truck,8,3,0.7,0,3.7871011
regcar,1,3,1,0,4.8177056
regcar,8,2,1,0.3,2.7591223
regcar,8,2,1,0,4.2920479
regcar,8,3,1,0,3.0296809
regcar,1,3,1,0,0.96354111
van,4,2,1,0,2.2072979
regcar,8,1,0.7,0,6.0700691
regcar,2,3,0.7,0.3,4.963018
regcar,8,3,0.7,0.7,4.690508
van,6,2,1,0.3,5.3680666
regcar,4,3,0.7,0,1.7890533
regcar,6,3,1,0.7,3.0350346
regcar,1,3,1,0,2.6835799
truck,2,2,1,0,1.9957549
regcar,6,3,1,0.1,2.7772075
regcar,4,3,0.7,0,4.1386835
regcar,1,2,0.7,0,3.8627713
regcar,1,3,1,0,4.4965252
sportuv,6,1,0.7,0.3,4.6962648
regcar,2,1,0.7,0,3.7871011
regcar,4,2,0.7,0,5.4600663
truck,4,1,1,0,4.1386835
regcar,8,3,1,0,3.8343333
truck,6,3,1,0.1,1.1241313
truck,8,3,1,0.3,4.0359651
truck,1,3,1,0,4.9198965
regcar,8,1,1,0,3.8541644
van,8,2,0.7,0.7,2.5247341
regcar,2,3,1,0,6.9851422
truck,2,3,0.7,0,7.7255425
stwagon,8,3,0.7,0,5.4593198
regcar,4,3,1,0,2.569443
sportcar,8,1,0.7,0,3.5329841
regcar,2,2,0.7,0,4.8177056
regcar,2,3,0.7,0,2.481509
regcar,8,1,1,0.3,5.3019416
regcar,2,3,1,0.1,4.0395745
regcar,8,2,1,0,1.661868
sportuv,2,3,1,0,5.3671598
regcar,2,1,1,0,4.690508
regcar,8,3,0.7,0,11.911243
regcar,2,3,0.7,0,4.3455777
regcar,8,3,0.7,0,5.3671598
regcar,6,2,1,0.1,4.0395745
regcar,1,3,1,0,5.554415
sportuv,2,3,0.7,0.3,5.7941569
regcar,2,3,1,0,1.9313856
van,8,3,0.7,0,4.3906608
regcar,2,1,0.7,0.3,1.6059019
regcar,6,3,0.7,0.3,4.4145957
van,8,3,0.7,0,5.2230137
regcar,4,2,0.7,0,2.4599482
regcar,4,3,0.7,0.7,6.7754218
regcar,2,3,1,0,4.2920479
regcar,4,1,1,0,1.262367
regcar,2,3,1,0,8.4371306
van,1,2,1,0,4.1386835
regcar,1,3,0.7,0,0.71222914
regcar,2,3,0.7,0,5.5881138
regcar,2,3,0.7,0,3.5346277
regcar,8,3,1,0,4.690508
regcar,6,1,0.7,0.3,5.7941569
regcar,8,2,1,0,2.8489165
regcar,8,3,1,0,6.9482252
regcar,1,3,1,0,3.8343333
van,6,3,0.7,0.3,2.5562222
sportuv,6,3,0.7,0.3,3.2821543
regcar,4,1,1,0.3,6.6474719
regcar,2,3,1,0,2.8489165
regcar,1,2,0.7,0,4.9198965
van,2,3,0.7,0.3,2.6115068
regcar,1,2,0.7,0,2.5407832
regcar,8,3,0.7,0,3.5787111
regcar,8,3,0.7,0,4.690508
van,8,2,0.7,0,2.9936324
regcar,4,2,1,0,6.2616864
sportuv,8,2,1,0,4.0359651
regcar,4,3,1,0,5.5881138
regcar,1,3,1,0,2.481509
van,8,3,0.7,0,7.7083289
truck,8,2,0.7,0.7,3.7871011
van,8,2,1,0.3,7.444527
regcar,1,1,1,0,4.2920479
regcar,8,1,1,0,1.7673139
regcar,6,3,1,0.1,4.8177056
regcar,1,3,1,0,1.9852072
regcar,8,3,0.7,0,4.690508
regcar,4,0,0.7,0,4.4965252
regcar,2,2,0.7,0,4.1386835
regcar,4,1,1,0,4.1386835
regcar,2,2,0.7,0,3.8541644
regcar,6,2,0.7,0.3,6.4519234
regcar,1,1,0.7,0,2.4599482
sportcar,2,0,0.7,0,7.5971108
stwagon,1,3,1,0,4.9198965
stwagon,2,2,0.7,0.3,1.2781111
regcar,4,2,0.7,0,4.0359651
regcar,1,1,1,0,4.7969948
sportuv,8,1,1,0,4.0359651
regcar,1,2,1,0,3.1308432
van,1,3,1,0,4.6581025
van,8,3,1,0.3,1.6059019
stwagon,1,3,1,0,2.964247
regcar,6,2,1,0.1,4.1910853
regcar,2,3,1,0,2.7940569
regcar,4,3,0.7,0,1.4889054
regcar,8,3,0.7,0,3.5787111
truck,6,3,1,0.1,3.3230888
regcar,1,3,0.7,0,3.8017382
sportuv,8,2,1,0,3.3109468
regcar,2,2,0.7,0,1.0224889
regcar,2,3,1,0.1,6.4519234
regcar,4,1,0.7,0.7,1.6554734
regcar,2,2,1,0,3.5611457
truck,4,3,0.7,0.7,4.4145957
van,1,2,0.7,0,4.690508
regcar,2,3,0.7,0,3.5346277
regcar,4,2,0.7,0.7,2.1953304
sportuv,1,1,0.7,0,5.2423324
regcar,4,3,1,0,3.0674666
regcar,4,3,0.7,0,3.2118037
regcar,4,2,1,0,1.4821235
van,1,3,0.7,0,3.4741126
regcar,4,1,0.7,0,8.4371306
regcar,2,2,1,0,2.3740971
regcar,2,3,1,0,3.323736
van,2,2,1,0,4.0359651
regcar,8,1,0.7,0,0.96354111
regcar,2,2,1,0.1,2.6115068
regcar,1,1,1,0,5.6978331
regcar,2,3,1,0,5.6978331
regcar,4,1,0.7,0.7,0.96569282
regcar,4,2,1,0,4.690508
regcar,6,2,0.7,0.3,2.7772075
regcar,2,2,0.7,0,0.96354111
van,4,2,1,0,4.7898118
regcar,4,2,0.7,0,5.2932982
regcar,2,2,0.7,0,4.1386835
truck,1,2,1,0,1.2847215
regcar,4,3,0.7,0,3.8017382
regcar,2,3,0.7,0,3.0296809
regcar,2,3,1,0.1,2.9072116
regcar,8,3,1,0,4.2920479
regcar,8,3,1,0,3.0674666
regcar,2,3,0.7,0,5.554415
truck,2,3,1,0.1,8.8291915
regcar,2,3,0.7,0,4.9893873
regcar,2,2,1,0.1,4.1753448
regcar,4,2,0.7,0,4.2920479
regcar,2,3,1,0,2.7940569
van,1,2,1,0,3.0350346
regcar,2,2,1,0,3.5787111
regcar,4,2,0.7,0,1.2847215
regcar,6,3,1,0.1,2.3290512
regcar,2,3,0.7,0.3,5.3680666
regcar,8,3,0.7,0,2.7591223
regcar,2,3,1,0,2.2482626
regcar,1,3,0.7,0,5.2230137
regcar,2,2,0.7,0,3.3927834
regcar,6,3,1,0.1,3.0863263
regcar,8,2,1,0.3,5.4600663
regcar,4,1,0.7,0,6.0593618
regcar,4,3,0.7,0,5.2230137
sportuv,2,3,1,0.1,4.985604
regcar,6,2,0.7,0.3,2.1953304
regcar,2,3,0.7,0,4.4965252
sportcar,2,1,1,0,5.4600663
truck,2,1,0.7,0,3.7871011
regcar,8,2,1,0,3.3109468
regcar,8,3,1,0,5.9556216
truck,8,2,1,0,1.9270822
sportcar,2,0,0.7,0,3.1308432
van,4,3,1,0,4.5107845
regcar,4,1,0.7,0,2.0449777
truck,8,3,0.7,0,5.3671598
regcar,4,3,0.7,0.1,1.2781111
regcar,1,2,0.7,0,2.964247
regcar,6,3,0.7,0.3,3.586859
stwagon,6,3,1,0.1,4.2490015
sportuv,2,2,0.7,0,2.5247341
regcar,4,3,0.7,0.1,2.6115068
regcar,1,3,0.7,0,4.690508
van,1,2,0.7,0,3.5329841
regcar,1,2,1,0,5.4600663
van,8,2,0.7,0,3.8017382
regcar,2,3,0.7,0,5.0815663
regcar,8,2,1,0.3,2.4832101
stwagon,8,1,1,0.3,2.8118444
truck,8,2,0.7,0,7.7083289
regcar,8,2,1,0,6.1349332
stwagon,8,3,1,0,3.8627713
regcar,4,3,1,0.3,3.8017382
truck,4,3,0.7,0,5.554415
van,8,3,0.7,0,4.690508
regcar,4,3,0.7,0,3.0674666
regcar,8,3,0.7,0,3.5787111
sportuv,2,3,0.7,0.3,5.1435281
regcar,6,1,1,0.1,5.1388859
regcar,1,3,1,0,3.5787111
regcar,8,2,1,0,1.8992777
van,8,3,1,0.3,3.2821543
regcar,1,3,1,0,4.1386835
sportuv,4,3,0.7,0,3.3109468
van,8,3,1,0.3,3.2118037
regcar,2,3,1,0,4.690508
van,2,3,0.7,0,4.0229067
regcar,1,2,0.7,0,4.690508
regcar,2,1,1,0.1,4.5107845
regcar,4,2,1,0,3.1308432
regcar,1,3,1,0,2.7940569
regcar,2,3,0.7,0.3,3.2821543
stwagon,2,1,1,0,3.3109468
stwagon,8,3,1,0,4.2490015
regcar,8,3,1,0,4.0359651
regcar,4,2,1,0,0.96354111
sportcar,8,2,0.7,0,5.554415
regcar,4,1,0.7,0,3.3927834
regcar,2,3,0.7,0,6.7754218
truck,1,2,0.7,0,3.1308432
sportuv,1,2,0.7,0,2.6835799
regcar,4,2,1,0,8.4371306
regcar,4,3,1,0.3,5.3019416
regcar,4,3,1,0,4.3906608
stwagon,1,3,0.7,0,6.6218936
sportuv,8,3,0.7,0,6.9851422
van,2,3,1,0.1,3.7919343
regcar,6,2,1,0.7,4.3455777
regcar,4,1,1,0,3.5994428
regcar,4,3,1,0,15.881658
regcar,2,3,0.7,0,3.7871011
regcar,4,0,0.7,0,1.1036489
sportuv,4,2,1,0,3.5611457
regcar,4,2,0.7,0.7,3.8343333
regcar,1,3,0.7,0,4.2920479
regcar,8,3,1,0,3.323736
regcar,4,2,1,0,5.3671598
regcar,8,3,1,0,1.9313856
regcar,2,3,0.7,0,4.8177056
regcar,2,2,1,0.1,4.1386835
regcar,1,3,1,0,2.5247341
regcar,1,2,1,0,4.7969948
regcar,8,2,0.7,0,4.3455777
stwagon,4,2,1,0.3,1.1503
truck,2,3,1,0,1.3795612
regcar,1,2,1,0,5.4600663
regcar,1,1,0.7,0,5.554415
sportcar,2,2,1,0,3.7871011
regcar,1,3,0.7,0,4.2920479
regcar,2,1,1,0,4.0359651
sportuv,2,1,0.7,0,4.1386835
regcar,8,3,1,0,8.3093399
stwagon,4,2,1,0,3.1308432
sportcar,8,1,0.7,0,4.4965252
regcar,1,3,1,0,3.3544749
regcar,4,3,1,0,4.9198965
regcar,1,1,1,0,3.0296809
truck,8,1,1,0.3,4.1386835
sportuv,4,2,1,0,2.5407832
regcar,8,2,1,0.3,3.3544749
regcar,8,2,0.7,0,4.2920479
regcar,1,2,0.7,0,3.8541644
regcar,8,3,0.7,0,7.444527
regcar,1,2,1,0,4.690508
regcar,2,3,1,0,3.5994428
truck,8,3,0.7,0,1.6059019
regcar,8,3,1,0.3,1.5654216
regcar,2,3,1,0.1,5.1388859
regcar,8,3,0.7,0.7,0.88365693
regcar,4,1,0.7,0,2.7940569
regcar,2,3,1,0,4.3455777
regcar,1,2,0.7,0,3.8017382
regcar,4,2,1,0.3,3.3230888
regcar,8,2,1,0,2.5407832
regcar,2,3,0.7,0,2.3949059
sportuv,8,3,0.7,0,4.8568222
regcar,8,1,1,0,1.3795612
regcar,6,3,0.7,0.3,4.4145957
regcar,4,2,1,0,3.8017382
regcar,4,3,0.7,0,4.8177056
regcar,2,3,1,0,3.3109468
regcar,2,2,0.7,0,6.102427
regcar,4,3,0.7,0,2.8489165
regcar,1,3,0.7,0,8.3093399
regcar,1,2,0.7,0,1.0586596
regcar,8,1,1,0,1.7673139
regcar,8,3,0.7,0,1.9313856
regcar,2,3,0.7,0,6.9482252
regcar,4,3,1,0,3.5994428
regcar,1,3,1,0,2.5407832
regcar,8,1,0.7,0,0.94963885
van,1,3,0.7,0,3.5611457
regcar,2,1,1,0,0.96354111
regcar,2,1,0.7,0,3.7871011
sportcar,2,2,1,0.1,7.9408288
truck,2,3,0.7,0,3.0350346
stwagon,4,3,0.7,0,1.7673139
van,4,3,0.7,0,2.2482626
regcar,1,1,1,0,1.1181583
regcar,8,3,0.7,0.7,3.7871011
regcar,4,1,1,0,4.8568222
truck,6,3,1,0.7,4.6962648
sportuv,1,3,1,0,6.0700691
truck,8,1,1,0,15.881658
regcar,2,3,0.7,0,4.4965252
regcar,1,3,0.7,0,6.0700691
truck,4,2,0.7,0,1.7893555
truck,1,2,1,0,1.1870486
regcar,8,3,0.7,0,4.690508
stwagon,2,2,1,0,2.3740971
sportcar,2,0,1,0,3.8017382
regcar,6,3,1,0.1,2.1366874
regcar,4,2,0.7,0,3.8627713
regcar,8,3,0.7,0.7,2.8118444
stwagon,8,3,0.7,0,8.4371306
regcar,4,0,0.7,0,1.6938554
regcar,2,3,0.7,0,3.5346277
regcar,6,3,0.7,0.3,3.3230888
regcar,6,2,1,0.1,4.4145957
regcar,1,3,0.7,0,2.5247341
regcar,8,2,0.7,0.7,6.4519234
regcar,6,3,0.7,0.3,6.4519234
regcar,4,3,0.7,0.7,2.0126849
regcar,4,2,0.7,0,4.4965252
van,1,3,1,0,5.2423324
regcar,4,2,0.7,0,1.2847215
stwagon,8,2,1,0.3,6.3459814
regcar,8,3,1,0,3.5611457
regcar,4,3,1,0,1.8992777
regcar,2,2,1,0,3.8541644
van,2,2,1,0,5.2230137
regcar,2,3,0.7,0,2.2072979
regcar,8,2,1,0,2.3949059
regcar,1,2,0.7,0,4.8177056
regcar,4,3,0.7,0.7,4.4463705
regcar,8,2,1,0,1.7673139
regcar,4,3,0.7,0,5.554415
regcar,2,3,0.7,0,2.6835799
regcar,8,0,0.7,0,0.71222914
truck,1,3,1,0,3.5611457
regcar,8,3,0.7,0,4.7969948
regcar,1,2,1,0,1.1974529
sportuv,1,2,1,0,2.7772075
regcar,2,2,1,0,2.2482626
regcar,6,3,1,0.1,4.690508
regcar,4,2,0.7,0,6.0700691
regcar,1,2,0.7,0,4.1386835
regcar,4,2,0.7,0.7,1.9313856
regcar,8,3,0.7,0,3.323736
regcar,2,3,1,0,3.0296809
regcar,2,2,1,0,2.6835799
regcar,6,3,0.7,0.3,4.1753448
truck,8,3,1,0,3.8017382
truck,8,3,0.7,0,4.3455777
regcar,4,1,1,0,4.7898118
regcar,6,3,1,0.1,1.4453117
regcar,1,2,1,0,4.690508
regcar,2,2,1,0,3.8541644
truck,8,2,1,0.3,2.8906233
regcar,4,2,0.7,0,3.7871011
van,1,3,0.7,0,5.6236888
regcar,2,2,1,0,3.3109468
regcar,2,2,0.7,0,4.0229067
regcar,2,2,1,0,3.0350346
regcar,8,3,1,0,7.7083289
regcar,6,1,0.7,0.3,4.1386835
regcar,4,2,1,0.3,1.7673139
regcar,8,2,1,0,3.8017382
regcar,8,0,0.7,0.7,5.1388859
regcar,8,1,1,0,0.76686666
regcar,8,3,0.7,0,8.3093399
regcar,2,3,0.7,0,3.5787111
regcar,1,3,1,0,4.1386835
sportcar,6,1,0.7,0.3,8.8365693
regcar,8,3,0.7,0,3.1308432
truck,1,3,1,0,3.7871011
regcar,2,2,0.7,0,8.0791491
truck,1,1,0.7,0,6.6474719
regcar,2,3,1,0,3.8017382
regcar,8,0,0.7,0,1.7673139
regcar,1,3,0.7,0,1.2781111
regcar,8,2,0.7,0,2.7772075
regcar,4,3,0.7,0,5.4600663
regcar,8,3,0.7,0,4.3455777
regcar,2,1,0.7,0,6.0700691
regcar,8,2,1,0,3.8343333
regcar,4,2,0.7,0,5.2423324
regcar,2,3,0.7,0.3,3.2821543
regcar,4,2,1,0,3.5787111
sportcar,8,1,0.7,0.7,4.1753448
regcar,8,2,0.7,0,3.0674666
regcar,4,1,1,0.3,3.586859
regcar,2,1,0.7,0,3.1759789
regcar,8,3,1,0,4.4965252
van,4,3,1,0,7.0659681
sportuv,8,2,0.7,0,6.9482252
regcar,2,2,0.7,0,4.8177056
regcar,8,3,0.7,0,5.2423324
regcar,4,2,0.7,0,3.5346277
stwagon,4,2,1,0,5.554415
regcar,2,2,0.7,0,3.5611457
regcar,8,2,0.7,0,1.0224889
regcar,1,2,1,0,3.8627713
sportuv,4,3,0.7,0,4.3906608
stwagon,6,3,1,0.1,5.5907915
regcar,4,1,0.7,0.7,2.8118444
regcar,4,2,1,0,6.102427
regcar,2,3,1,0,4.4965252
sportuv,4,2,0.7,0,5.2423324
regcar,8,3,0.7,0,3.8017382
regcar,8,2,0.7,0,3.5346277
regcar,1,3,1,0,2.8489165
regcar,2,3,1,0,3.0674666
regcar,2,0,0.7,0.3,1.7893555
regcar,2,3,0.7,0,6.9482252
regcar,8,3,1,0,6.0700691
regcar,2,1,0.7,0.3,4.1386835
regcar,8,2,0.7,0.7,4.0899555
sportuv,1,3,0.7,0,4.0359651
stwagon,8,3,1,0,2.0197873
regcar,4,0,0.7,0,0.89452663
regcar,6,2,1,0.1,5.2423324
regcar,2,1,1,0,3.3109468
regcar,1,1,1,0,4.3455777
stwagon,4,3,1,0,3.8343333
sportuv,4,3,0.7,0,3.0296809
truck,6,3,1,0.1,5.7941569
regcar,6,3,1,0.1,4.8568222
regcar,8,1,1,0.3,1.0683437
regcar,4,3,0.7,0,4.6581025
regcar,8,2,0.7,0.7,1.6554734
regcar,1,2,1,0,3.323736
regcar,8,1,0.7,0,4.0359651
van,2,2,0.7,0.3,0.89467777
regcar,4,3,0.7,0,3.5994428
regcar,6,3,1,0,1.1870486
regcar,8,3,1,0,6.1349332
regcar,8,2,0.7,0.7,3.586859
van,4,3,0.7,0,3.8017382
regcar,1,2,1,0,3.3109468
regcar,2,2,1,0,2.8489165
truck,8,2,0.7,0,1.4889054
truck,8,3,1,0,1.0224889
regcar,4,2,1,0,2.2482626
regcar,1,3,1,0,3.5346277
regcar,2,3,0.7,0,3.323736
truck,8,2,0.7,0,7.0659681
sportuv,2,2,0.7,0,6.6474719
regcar,4,3,0.7,0,3.0674666
regcar,4,2,1,0,3.5346277
regcar,2,2,0.7,0,3.8017382
regcar,4,3,0.7,0.7,3.5781065
regcar,4,3,1,0,1.7893555
truck,2,3,0.7,0.3,2.9936324
regcar,4,3,0.7,0,3.3109468
regcar,2,3,0.7,0,7.1562131
regcar,2,3,1,0,4.690508
regcar,1,2,1,0,4.8568222
regcar,8,2,0.7,0,5.0815663
sportcar,4,2,1,0,4.2490015
regcar,8,3,0.7,0,8.4371306
regcar,2,3,0.7,0,1.2781111
regcar,1,1,0.7,0,1.5148404
regcar,8,3,1,0.3,2.481509
regcar,2,3,1,0.1,4.1386835
regcar,1,2,0.7,0,2.5247341
stwagon,4,3,1,0,1.1036489
sportcar,4,2,0.7,0,1.6554734
regcar,8,2,0.7,0.7,3.1932079
regcar,4,2,1,0,4.1386835
regcar,8,3,1,0,4.9893873
regcar,4,3,1,0,1.4889054
regcar,4,2,1,0,3.5611457
regcar,2,3,0.7,0,6.1349332
van,8,3,0.7,0,2.2072979
regcar,4,3,0.7,0.7,8.8365693
regcar,4,1,0.7,0,4.0359651
regcar,2,2,0.7,0,3.0296809
regcar,4,2,1,0,4.9198965
sportcar,1,1,1,0,8.0791491
regcar,8,3,1,0.3,0.96354111
regcar,2,2,0.7,0,3.5787111
stwagon,1,3,0.7,0,4.3455777
sportuv,6,3,1,0.7,5.3680666
regcar,1,3,0.7,0,4.8177056
sportcar,4,2,1,0.3,4.6962648
regcar,1,3,1,0,3.3544749
sportuv,8,3,1,0,4.5107845
regcar,2,3,0.7,0,2.5407832
truck,6,3,1,0.1,4.8568222
regcar,8,3,0.7,0,3.5611457
regcar,1,3,0.7,0,5.4600663
regcar,6,3,0.7,0.3,4.0395745
truck,4,3,0.7,0.7,1.7893555
sportuv,2,2,1,0,1.9313856
sportcar,1,1,0.7,0,6.0700691
stwagon,2,2,1,0.1,1.1241313
stwagon,8,3,1,0,8.8365693
regcar,1,3,1,0,2.8489165
regcar,4,3,0.7,0,6.6218936
truck,2,1,1,0.1,3.0350346
regcar,8,1,0.7,0,5.4600663
stwagon,1,3,1,0,0.96354111
sportcar,4,1,1,0,4.7969948
truck,2,3,1,0,4.7969948
truck,2,3,1,0,3.1759789
regcar,4,3,1,0.3,4.985604
regcar,2,2,1,0,4.2490015
regcar,8,2,0.7,0.7,3.5781065
regcar,1,3,1,0,3.7919343
regcar,6,3,1,0.1,4.1753448
regcar,1,3,0.7,0,3.0296809
regcar,2,2,1,0,5.3671598
regcar,8,2,1,0,2.6835799
regcar,2,2,1,0,2.8489165
regcar,2,3,0.7,0,7.7083289
regcar,8,3,0.7,0,4.3455777
sportuv,8,2,0.7,0,4.4965252
regcar,2,3,1,0.1,2.5247341
sportcar,2,2,0.7,0,3.7919343
regcar,8,1,1,0,7.7083289
regcar,2,2,0.7,0,4.8177056
regcar,1,2,1,0,6.6218936
regcar,1,2,0.7,0,6.9482252
van,4,3,0.7,0.7,1.5654216
truck,8,3,1,0.3,3.586859
regcar,8,1,0.7,0,4.1386835
regcar,8,2,1,0.3,3.0350346
regcar,4,2,1,0.3,7.3871485
regcar,2,3,0.7,0.3,2.8118444
regcar,8,2,1,0,2.5407832
regcar,2,3,1,0,5.4600663
regcar,4,3,0.7,0,6.0700691
stwagon,8,3,1,0,4.0359651
regcar,1,3,0.7,0,3.7871011
regcar,1,2,0.7,0,4.690508
regcar,2,3,0.7,0.3,3.5611457
sportcar,4,2,0.7,0.7,8.3093399
regcar,6,3,1,0.1,4.1753448
sportuv,8,2,0.7,0.7,4.4145957
regcar,8,3,0.7,0,3.323736
regcar,4,3,0.7,0.7,2.9072116
regcar,2,3,0.7,0,3.5346277
regcar,2,2,0.7,0,2.7772075
van,4,2,0.7,0,6.6218936
regcar,2,3,0.7,0,4.2490015
regcar,2,1,0.7,0,6.0593618
sportuv,6,2,1,0.1,4.985604
regcar,4,1,0.7,0,4.2920479
sportcar,4,0,1,0,5.2423324
regcar,4,2,1,0,3.8627713
regcar,2,3,1,0.1,1.6059019
sportuv,8,1,0.7,0,7.1562131
regcar,4,2,0.7,0.7,4.5107845
truck,8,1,1,0,2.6115068
regcar,4,2,0.7,0,4.6581025
regcar,4,3,0.7,0,1.9313856
regcar,1,3,1,0,3.8627713
regcar,1,3,1,0,9.4297342
truck,8,3,1,0.3,5.4604234
regcar,6,2,1,0.1,4.0899555
regcar,6,2,1,0.7,2.2482626
truck,1,2,0.7,0,3.8541644
regcar,1,3,0.7,0,5.554415
sportcar,1,1,1,0,3.8627713
regcar,2,3,1,0,3.3109468
sportuv,2,2,0.7,0.3,3.0350346
stwagon,2,3,1,0,5.554415
regcar,8,2,0.7,0,1.9313856
regcar,4,3,0.7,0,4.4965252
regcar,8,3,0.7,0,6.0593618
regcar,4,2,0.7,0,6.9482252
regcar,8,2,0.7,0,1.9270822
regcar,2,1,0.7,0,3.5346277
regcar,4,3,0.7,0,4.2920479
regcar,4,2,0.7,0,6.0593618
regcar,8,3,1,0.3,2.7591223
van,6,3,1,0.1,4.3455777
regcar,4,3,1,0.3,3.7985554
regcar,8,1,1,0,4.3906608
regcar,8,3,1,0,1.6059019
regcar,2,3,0.7,0.3,8.179911
regcar,4,2,0.7,0.1,2.3290512
regcar,2,3,1,0,3.3109468
regcar,2,2,1,0,1.7673139
regcar,8,2,0.7,0,3.3109468
sportuv,4,2,0.7,0,8.4371306
regcar,2,3,1,0,3.0296809
sportcar,1,0,1,0,6.0593618
regcar,4,3,0.7,0,3.8541644
van,4,3,0.7,0,3.5329841
regcar,2,3,1,0,3.0296809
regcar,2,3,1,0,3.8541644
truck,2,3,0.7,0,7.5971108
van,2,3,0.7,0.3,5.1435281
regcar,1,3,1,0,4.5107845
truck,8,3,1,0,5.2423324
stwagon,6,2,1,0.7,4.7969948
regcar,2,3,1,0,4.1386835
regcar,1,1,1,0,4.3906608
sportcar,8,2,0.7,0.7,5.9352428
stwagon,1,2,0.7,0,3.8017382
sportuv,1,3,0.7,0,8.8365693
regcar,8,3,0.7,0,13.89645
van,8,3,1,0.3,3.3927834
stwagon,8,3,1,0.3,4.0899555
regcar,1,2,0.7,0,3.8017382
regcar,6,2,0.7,0.3,7.9408288
regcar,6,3,1,0.1,4.1386835
sportuv,8,2,1,0,8.4371306
sportuv,8,1,1,0.3,4.985604
sportcar,4,1,0.7,0,6.0700691
van,2,2,0.7,0,4.2920479
regcar,4,1,1,0,7.444527
regcar,8,3,1,0,4.6581025
regcar,8,3,1,0,4.2920479
sportuv,1,1,1,0,5.3671598
regcar,8,3,1,0.3,4.9893873
regcar,2,3,1,0.1,3.5781065
regcar,4,2,1,0,7.8271081
truck,1,2,1,0,2.2363166
regcar,8,2,1,0,4.690508
regcar,8,2,1,0,2.569443
van,6,3,0.7,0.3,4.0395745
regcar,1,0,0.7,0,7.7083289
sportuv,4,2,1,0,2.7591223
regcar,4,3,1,0,4.9198965
sportuv,2,3,1,0,7.8271081
regcar,8,1,0.7,0.7,2.5247341
regcar,4,2,0.7,0,4.4965252
truck,2,3,0.7,0,0.75742022
regcar,8,2,1,0,4.2920479
regcar,4,3,0.7,0,6.6218936
truck,4,3,0.7,0,4.0359651
regcar,4,1,1,0,1.34179
regcar,8,0,0.7,0,3.5611457
regcar,6,2,0.7,0.3,2.3740971
van,1,3,1,0,5.554415
regcar,8,2,0.7,0,1.0098936
regcar,8,3,0.7,0.7,2.8118444
truck,8,3,1,0,3.5611457
regcar,8,0,1,0,2.7772075
regcar,2,3,1,0,3.8017382
regcar,2,2,1,0,3.8541644
truck,2,3,1,0,3.3109468
regcar,2,0,1,0,2.3949059
stwagon,6,2,1,0.3,5.7941569
regcar,1,3,1,0,2.5407832
regcar,4,2,1,0,3.5346277
regcar,4,3,0.7,0,3.0296809
van,8,3,0.7,0,3.5346277
regcar,8,2,1,0,7.5971108
truck,8,3,0.7,0,2.7591223
sportcar,4,0,0.7,0,5.6978331
van,8,3,0.7,0.7,1.7673139
regcar,2,3,1,0,3.5346277
stwagon,6,2,0.7,0.3,4.0899555
regcar,4,3,0.7,0.7,6.3864157
van,1,3,0.7,0,5.2932982
regcar,8,2,1,0,5.4600663
van,2,3,1,0,6.0593618
regcar,6,2,1,0.7,3.2118037
regcar,8,2,1,0,3.3109468
van,8,2,1,0,4.690508
sportcar,4,1,0.7,0.7,9.4297342
regcar,4,3,1,0,4.1386835
truck,4,3,1,0,3.3544749
van,2,3,1,0,4.4965252
truck,4,3,0.7,0,8.0791491
